index,genre,id,title,popularity,runtime,vote_avg,vote_count,cast,director
697,Comedy Drama,37165,The Truman Show,56.488027,103,7.8,4537,Jim Carrey Laura Linney Noah Emmerich Natascha McElhone Ed Harris,Peter Weir
698,Adventure Animation Drama Family Music,9837,The Prince of Egypt,29.464852,99,6.8,817,Val Kilmer Ralph Fiennes Patrick Stewart Michelle Pfeiffer Sandra Bullock,Simon Wells
699,Comedy Family,10708,Daddy Day Care,18.106021,92,5.6,506,Eddie Murphy Jeff Garlin Steve Zahn Regina King Kevin Nealon,Steve Carr
700,Action Comedy Crime,136400,2 Guns,42.881415,109,6.6,1589,Denzel Washington Mark Wahlberg Paula Patton Bill Paxton Fred Ward,Baltasar Korm\u00e1kur
701,Comedy Family,10992,Cats & Dogs,18.735024,87,5,352,Jeff Goldblum Elizabeth Perkins Alexander Pollock Miriam Margolyes Tobey Maguire,Lawrence Guterman
702,Action Crime,9654,The Italian Job,62.766854,110,6.6,1919,Mark Wahlberg Charlize Theron Edward Norton Seth Green Jason Statham,F. Gary Gray
703,Romance Comedy,2642,Two Weeks Notice,24.153567,101,5.9,487,Sandra Bullock Hugh Grant Alicia Witt Dana Ivey Robert Klein,Marc Lawrence
704,Adventure Animation Comedy Family,8916,Antz,41.515702,83,6,1272,Woody Allen Dan Aykroyd Anne Bancroft Danny Glover Gene Hackman,Eric Darnell
705,Comedy Romance,19899,Couples Retreat,26.676487,113,5.3,588,Vince Vaughn Malin \u00c5kerman Jason Bateman Kristen Bell Jon Favreau,Peter Billingsley
706,Adventure,2119,Days of Thunder,16.278022,107,5.9,353,Tom Cruise Robert Duvall Nicole Kidman Randy Quaid Cary Elwes,Tony Scott
707,Comedy,9641,Cheaper by the Dozen 2,18.831023,94,5.7,526,Steve Martin Eugene Levy Bonnie Hunt Tom Welling Jonathan Bennett,Adam Shankman
708,Action,294254,Maze Runner: The Scorch Trials,113.161483,132,6.4,3040,Dylan O'Brien Kaya Scodelario Thomas Brodie-Sangster Giancarlo Esposito Aidan Gillen,Wes Ball
709,Drama,38167,Eat Pray Love,28.800112,133,5.8,636,Julia Roberts James Franco Javier Bardem Billy Crudup Richard Jenkins,Ryan Murphy
710,Comedy Drama Romance Fantasy,5994,The Family Man,19.705489,125,6.5,521,Nicolas Cage T\u00e9a Leoni Don Cheadle Saul Rubinek Amber Valletta,Brett Ratner
711,Action Adventure Comedy Crime Thriller,39514,RED,41.430245,111,6.6,2808,Bruce Willis John Malkovich Helen Mirren Mary-Louise Parker Karl Urban,Robert Schwentke
712,Drama,9563,Any Given Sunday,23.127561,163,6.8,422,Al Pacino Cameron Diaz Dennis Quaid James Woods Jamie Foxx,Oliver Stone
713,Drama Romance,547,The Horse Whisperer,12.867352,170,6.7,292,Robert Redford Kristin Scott Thomas Sam Neill Scarlett Johansson Dianne Wiest,Robert Redford
714,Drama Crime Thriller,1538,Collateral,44.815022,120,7,1451,Tom Cruise Jamie Foxx Jada Pinkett Smith Mark Ruffalo Peter Berg,Michael Mann
715,Action Fantasy Adventure,9334,The Scorpion King,37.537093,92,5.3,779,Dwayne Johnson Kelly Hu Michael Clarke Duncan Steven Brand Bernard Hill,Chuck Russell
716,Drama Action Thriller,11128,Ladder 49,10.99991,115,6.2,207,Joaquin Phoenix John Travolta Jacinda Barrett Robert Patrick Morris Chestnut,Jay Russell
717,Crime Drama Thriller,75780,Jack Reacher,56.868399,130,6.3,2998,Tom Cruise Rosamund Pike Richard Jenkins David Oyelowo Werner Herzog,Christopher McQuarrie
718,Action Science Fiction Thriller,8914,Deep Blue Sea,22.991269,105,5.6,604,Thomas Jane Saffron Burrows LL Cool J Michael Rapaport Samuel L. Jackson,Renny Harlin
719,Music Documentary,13576,Michael Jackson's This Is It,15.798622,111,6.7,247,Michael Jackson Orianthi Kenny Ortega Dorian Holley Patrick Woodroffe,Kenny Ortega
720,Drama Thriller Science Fiction,39538,Contagion,38.820858,106,6.2,1325,Matt Damon Gwyneth Paltrow Kate Winslet Jude Law Marion Cotillard,Steven Soderbergh
721,Comedy Adventure Crime,10628,Kangaroo Jack,10.292864,89,4.3,203,Jerry O'Connell Anthony Anderson Estella Warren Christopher Walken Michael Shannon,David McNally
722,Animation Family,14836,Coraline,51.146047,100,7.3,1386,Dakota Fanning Teri Hatcher Jennifer Saunders Dawn French Keith David,Henry Selick
723,Thriller Science Fiction,8645,The Happening,20.501582,91,4.9,950,Mark Wahlberg Zooey Deschanel John Leguizamo Spencer Breslin Betty Buckley,M. Night Shyamalan
724,Action Drama Thriller Crime,9509,Man on Fire,45.299089,146,7.3,1553,Denzel Washington Dakota Fanning Marc Anthony Radha Mitchell Christopher Walken,Tony Scott
725,Comedy Family,10067,The Shaggy Dog,4.280619,98,4.5,137,Tim Allen Kristin Davis Danny Glover Spencer Breslin Robert Downey Jr.,Brian Robbins
726,Comedy Crime,9384,Starsky & Hutch,28.848842,101,5.6,644,Ben Stiller Owen Wilson Snoop Dogg Fred Williamson Vince Vaughn,Todd Phillips
727,Family Comedy,9279,Jingle All the Way,22.501041,89,5.5,575,Arnold Schwarzenegger Phil Hartman Sinbad Rita Wilson Jake Lloyd,Brian Levant
728,Fantasy Action Science Fiction,1487,Hellboy,47.479755,122,6.5,2225,Ron Perlman Selma Blair Rupert Evans John Hurt Jeffrey Tambor,Guillermo del Toro
729,Drama,9422,A Civil Action,10.147321,115,6.1,109,John Travolta Robert Duvall Tony Shalhoub William H. Macy Zeljko Ivanek,Steven Zaillian
730,Family Animation Adventure Comedy,77174,ParaNorman,39.539045,90,6.7,789,Kodi Smit-McPhee Tucker Albrizzi Jodelle Ferland Anna Kendrick Casey Affleck,Sam Fell
731,Action Thriller Adventure Crime,4824,The Jackal,19.747459,124,6.1,527,Bruce Willis Richard Gere Sidney Poitier Diane Venora J.K. Simmons,Michael Caton-Jones
732,Action Adventure Mystery Science Fiction Thriller,9620,Paycheck,29.018826,119,5.9,581,Ben Affleck Aaron Eckhart Uma Thurman Paul Giamatti Colm Feore,John Woo
733,Drama Romance,9302,Up Close & Personal,4.801849,119,5.9,50,Robert Redford Michelle Pfeiffer Stockard Channing Joe Mantegna Kate Nelligan,Jon Avnet
734,Adventure Animation Family,10199,The Tale of Despereaux,16.493576,93,5.8,258,Matthew Broderick Dustin Hoffman Emma Watson Tracey Ullman Kevin Kline,Robert Stevenhagen
735,Thriller Action Comedy Science Fiction,10771,The Tuxedo,21.549232,98,5.3,483,Jackie Chan Jennifer Love Hewitt Jason Isaacs Debi Mazar Ritchie Coster,Kevin Donovan
736,Action Thriller,3512,Under Siege 2: Dark Territory,13.080725,100,5.6,210,Steven Seagal Eric Bogosian Everett McGill Katherine Heigl Morris Chestnut,Geoff Murphy
737,Action Drama Thriller,137094,Jack Ryan: Shadow Recruit,42.538258,105,5.9,1173,Chris Pine Keira Knightley Kevin Costner Kenneth Branagh Lenn Kudrjawizki,Kenneth Branagh
738,Drama Comedy,274479,Joy,29.876507,124,6.4,1581,Jennifer Lawrence Bradley Cooper Robert De Niro Dascha Polanco Edgar Ram\u00edrez,David O. Russell
739,Action Crime Thriller,267860,London Has Fallen,61.849521,99,5.8,1621,Gerard Butler Aaron Eckhart Morgan Freeman Angela Bassett Melissa Leo,Babak Najafi
740,Science Fiction Horror Action,8078,Alien: Resurrection,37.44963,109,5.9,1365,Sigourney Weaver Winona Ryder Brad Dourif Ron Perlman Michael Wincott,Jean-Pierre Jeunet
741,Action Drama Mystery Thriller Crime,7485,Shooter,37.378081,124,6.9,1462,Mark Wahlberg Michael Pe\u00f1a Danny Glover Kate Mara Elias Koteas,Antoine Fuqua
742,Animation Comedy Family Fantasy,170687,The Boxtrolls,30.656345,97,6.6,668,Ben Kingsley Isaac Hempstead-Wright Elle Fanning Dee Bradley Baker Toni Collette,Anthony Stacchi
743,Drama Fantasy Comedy,6435,Practical Magic,15.142701,104,6.3,338,Sandra Bullock Nicole Kidman Evan Rachel Wood Goran Visnjic Stockard Channing,Griffin Dunne
744,Adventure Animation Comedy Family Fantasy,137106,The Lego Movie,59.547928,100,7.5,3070,Chris Pratt Will Ferrell Elizabeth Banks Will Arnett Nick Offerman,Phil Lord
745,Action Comedy,10040,Miss Congeniality 2: Armed and Fabulous,19.998581,115,5.3,425,Sandra Bullock Regina King Enrique Murciano William Shatner Eileen Brennan,John Pasquin
746,Adventure Action Fantasy,6278,Reign of Fire,27.615108,101,6,669,Christian Bale Matthew McConaughey Izabella Scorupco Gerard Butler Alexander Siddig,Rob Bowman
747,Crime Drama Action Thriller,82682,Gangster Squad,29.041198,113,6.2,1778,Josh Brolin Ryan Gosling Nick Nolte Emma Stone Sean Penn,Ruben Fleischer
748,Comedy Adventure,17610,Year One,25.293538,97,4.6,524,Jack Black Michael Cera Olivia Wilde Oliver Platt David Cross,Harold Ramis
749,Drama History,22954,Invictus,23.85119,134,7,1125,Morgan Freeman Matt Damon Tony Kgoroge Patrick Mofokeng Matt Stern,Clint Eastwood
750,Action,16995,State of Play,21.685719,127,6.7,484,Russell Crowe Ben Affleck Rachel McAdams Robin Wright Jason Bateman,Kevin Macdonald
751,Romance Comedy Crime,16558,Duplicity,13.630049,125,5.7,201,Clive Owen Julia Roberts Paul Giamatti Tom Wilkinson Lisa Roberts Gillan,Tony Gilroy
752,Comedy Drama Family Science Fiction,9849,My Favorite Martian,6.80692,94,5.1,80,Jeff Daniels Elizabeth Hurley Daryl Hannah Christopher Lloyd Wallace Shawn,Donald Petrie
753,Action Thriller Crime,5820,The Sentinel,15.352807,108,5.8,225,Michael Douglas Kiefer Sutherland Eva Longoria Martin Donovan Kim Basinger,Clark Johnson
754,Science Fiction Animation Family Comedy Adventure,16866,Planet 51,23.661071,91,5.6,556,Dwayne Johnson Seann William Scott Jessica Biel Justin Long Gary Oldman,Jorge Blanco
755,Science Fiction Action Adventure Thriller,201,Star Trek: Nemesis,21.605533,117,6.1,479,Patrick Stewart Jonathan Frakes Brent Spiner LeVar Burton Michael Dorn,Stuart Baird
756,Crime Comedy Romance,11775,Intolerable Cruelty,22.620125,100,5.8,391,George Clooney Catherine Zeta-Jones Edward Herrmann Geoffrey Rush Richard Jenkins,Joel Coen
757,Drama Romance,87825,Trouble with the Curve,18.587114,111,6.6,366,Clint Eastwood Amy Adams Justin Timberlake John Goodman Matthew Lillard,Robert Lorenz
758,Crime Drama Mystery Thriller,12201,Edge of Darkness,24.657931,117,6.2,487,Mel Gibson Ray Winstone Danny Huston Shawn Roberts Denis O'Hare,Martin Campbell
759,Horror Mystery Thriller,11015,The Relic,12.621769,110,5.8,130,Penelope Ann Miller Tom Sizemore Linda Hunt James Whitmore Clayton Rohner,Peter Hyams
760,Comedy Crime,9932,Analyze That,21.08952,96,5.7,380,Robert De Niro Billy Crystal Lisa Kudrow Joe Viterelli Cathy Moriarty,Harold Ramis
761,Action Crime Drama Thriller,13389,Righteous Kill,18.380176,101,5.9,375,Robert De Niro Carla Gugino 50 Cent Al Pacino Donnie Wahlberg,Jon Avnet
762,Action Crime Drama Thriller,8838,Mercury Rising,18.877795,111,6,368,Bruce Willis Alec Baldwin Miko Hughes Chi McBride Kim Dickens,Harold Becker
763,Drama,17332,The Soloist,17.299333,109,6.6,234,Robert Downey Jr. Jamie Foxx Catherine Keener Nelsan Ellis Michael Bunin,Joe Wright
764,Fantasy Drama,4958,The Legend of Bagger Vance,16.848899,126,6.3,251,Matt Damon Bruce McGill Charlize Theron Will Smith Joel Gretsch,Robert Redford
765,Drama Music,786,Almost Famous,21.547446,122,7.4,797,Kate Hudson Billy Crudup Frances McDormand Jason Lee Patrick Fugit,Cameron Crowe
766,Animation Comedy Family,9513,Garfield: A Tail of Two Kitties,16.930969,78,5.1,464,Bill Murray Jennifer Love Hewitt Billy Connolly Ian Abercrombie Breckin Meyer,Tim Hill
767,Action Adventure Crime Drama Mystery,11679,xXx: State of the Union,36.689223,101,4.7,549,Ice Cube Samuel L. Jackson Willem Dafoe Scott Speedman Peter Strauss,Lee Tamahori
768,Action Science Fiction Fantasy Thriller Horror,38321,Priest,28.350927,87,5.4,692,Paul Bettany Karl Urban Cam Gigandet Maggie Q Lily Collins,Scott Stewart
769,Family Animation Adventure,14411,Sinbad: Legend of the Seven Seas,18.815442,86,6.6,372,Brad Pitt Catherine Zeta-Jones Michelle Pfeiffer Joseph Fiennes Dennis Haysbert,Tim Johnson
770,Horror Science Fiction Mystery,8413,Event Horizon,29.787135,96,6.5,742,Laurence Fishburne Sam Neill Kathleen Quinlan Joely Richardson Richard T. Jones,Paul W.S. Anderson
771,Drama,10052,Dragonfly,8.927137,104,6.1,204,Kevin Costner Joe Morton Ron Rifkin Susanna Thompson Kathy Bates,Tom Shadyac
772,Drama,9676,The Black Dahlia,15.213484,121,5.7,287,Josh Hartnett Scarlett Johansson Aaron Eckhart Hilary Swank Mia Kirshner,Brian De Palma
773,Action Adventure Drama History Romance,9664,Flyboys,13.155999,140,6.3,271,James Franco David Ellison Jean Reno Philip Winchester Abdul Salis,Tony Bill
774,Action Drama Thriller,2100,The Last Castle,15.433244,131,7,285,Robert Redford James Gandolfini Mark Ruffalo Steve Burton Delroy Lindo,Rod Lurie
775,Horror Science Fiction Thriller,10384,Supernova,5.762037,91,4.9,109,James Spader Angela Bassett Robert Forster Lou Diamond Phillips Peter Facinelli,Walter Hill
776,Drama Fantasy Mystery Romance,137321,Winter's Tale,22.736038,118,6,487,Colin Farrell Jessica Brown Findlay Russell Crowe William Hurt Jennifer Connelly,Akiva Goldsman
777,Action Adventure Drama Mystery Romance,123553,The Mortal Instruments: City of Bones,45.514031,130,6.2,1602,Lily Collins Jamie Campbell Bower Kevin Zegers Jemima West Robert Sheehan,Harald Zwart
778,Comedy Science Fiction Adventure Family,11260,Meet Dave,18.676291,90,5,371,Eddie Murphy Elizabeth Banks Gabrielle Union Scott Caan Ed Helms,Brian Robbins
779,Drama Horror Thriller,9009,Dark Water,14.376463,105,5.3,274,Jennifer Connelly John C. Reilly Tim Roth Dougray Scott Pete Postlethwaite,Walter Salles
780,Comedy,11374,Edtv,14.298297,122,5.7,166,Matthew McConaughey Woody Harrelson Sally Kirkland Jenna Elfman Martin Landau,Ron Howard
781,Adventure Family Fantasy,2309,Inkheart,27.018886,106,6,592,Brendan Fraser Sienna Guillory Andy Serkis Eliza Bennett Paul Bettany,Iain Softley
782,Action Comedy Thriller Crime Science Fiction,8285,The Spirit,14.84856,103,4.7,320,Gabriel Macht Scarlett Johansson Samuel L. Jackson Eva Mendes Paz Vega,Frank Miller
783,Comedy Adventure,210860,Mortdecai,52.417529,106,5.4,1055,Johnny Depp Gwyneth Paltrow Ewan McGregor Paul Bettany Olivia Munn,David Koepp
784,Adventure Fantasy Action Drama,2312,In the Name of the King: A Dungeon Siege Tale,15.406173,127,4.1,224,Jason Statham John Rhys-Davies Ray Liotta Leelee Sobieski Burt Reynolds,Uwe Boll
785,Drama Romance Adventure War,9839,Beyond Borders,6.523472,127,6.7,110,Angelina Jolie Clive Owen Teri Polo Linus Roache Noah Emmerich,Martin Campbell
787,Action History War,13922,The Great Raid,8.923215,132,6.8,91,Benjamin Bratt James Franco Connie Nielsen Marton Csokas Joseph Fiennes,John Dahl
788,Action Adventure Comedy,293660,Deadpool,514.569956,108,7.4,10995,Ryan Reynolds Morena Baccarin Ed Skrein T.J. Miller Gina Carano,Tim Miller
789,Drama Comedy,9713,Holy Man,9.265672,114,4.9,111,Eddie Murphy Jeff Goldblum Kelly Preston Robert Loggia Jon Cryer,Stephen Herek
790,War Action,190859,American Sniper,87.53437,133,7.4,4469,Bradley Cooper Sienna Miller Kyle Gallner Cole Konis Ben Reed,Clint Eastwood
791,Adventure Horror Comedy,257445,Goosebumps,45.351617,103,6.2,995,Jack Black Dylan Minnette Odeya Rush Amy Ryan Jillian Bell,Rob Letterman
792,Comedy Fantasy Romance,9007,Just Like Heaven,13.43573,95,6.5,579,Reese Witherspoon Mark Ruffalo Donal Logue Dina Spybey-Waters Ben Shenkman,Mark Waters
793,Science Fiction Comedy Family Romance,889,The Flintstones in Viva Rock Vegas,6.248309,90,4.4,134,Mark Addy Stephen Baldwin Kristen Johnston Jane Krakowski Joan Collins,Brian Levant
794,Action Adventure Thriller War,1370,Rambo III,31.294717,102,5.7,690,Sylvester Stallone Richard Crenna Kurtwood Smith Spiros Foc\u00e1s Sasson Gabai,Peter MacDonald
795,Comedy Romance Drama,4942,Leatherheads,7.739276,114,5.7,130,George Clooney Ren\u00e9e Zellweger John Krasinski Wayne Duvall Stephen Root,George Clooney
796,Comedy Western,347969,The Ridiculous 6,19.694695,119,4.9,388,Adam Sandler Taylor Lautner Steve Buscemi Terry Crews Danny Trejo,Frank Coraci
797,Comedy,24438,Did You Hear About the Morgans?,14.403696,103,5.1,276,Hugh Grant Sarah Jessica Parker Mary Steenburgen Sam Elliott Natalia Klimas,Marc Lawrence
798,Comedy,116741,The Internship,1.551497,119,6.1,1658,Owen Wilson Vince Vaughn Rose Byrne Max Minghella Aasif Mandvi,Shawn Levy
799,Action Adventure Horror Science Fiction,35791,Resident Evil: Afterlife,2.143764,97,5.8,1363,Milla Jovovich Wentworth Miller Ali Larter Kim Coates Kacey Clarke,Paul W.S. Anderson
800,Drama Action Adventure History War,72431,Red Tails,12.29603,125,5.9,178,Bryan Cranston David Oyelowo Cuba Gooding Jr. Daniela Ruah Terrence Howard,Anthony Hemingway
801,Drama Horror Mystery Thriller,1813,The Devil's Advocate,33.8473,144,7.2,1374,Keanu Reeves Al Pacino Charlize Theron Jeffrey Jones Judith Ivey,Taylor Hackford
802,Comedy,87428,That's My Boy,21.723897,116,5.5,453,Adam Sandler Susan Sarandon Eva Amurri Martino Leighton Meester Andy Samberg,Sean Anders
803,Fantasy,8840,DragonHeart,31.791979,103,6.4,535,Dennis Quaid David Thewlis Pete Postlethwaite Dina Meyer Julie Christie,Rob Cohen
804,Action Comedy Crime Drama,10589,After the Sunset,14.113066,97,6,226,Pierce Brosnan Salma Hayek Woody Harrelson Troy Garity Russell Hornsby,Brett Ratner
805,Action Fantasy Thriller,71676,Ghost Rider: Spirit of Vengeance,48.622278,95,4.7,1135,Nicolas Cage Ciar\u00e1n Hinds Violante Placido Fergus Riordan Johnny Whitworth,Brian Taylor
806,Drama History Romance,1722,Captain Corelli's Mandolin,9.061866,131,5.5,145,Nicolas Cage Pen\u00e9lope Cruz John Hurt Christian Bale Irene Papas,John Madden
807,Action Comedy Drama Family Thriller,10022,The Pacifier,35.4763,95,5.8,842,Vin Diesel Lauren Graham Faith Ford Chris Potter Brittany Snow,Adam Shankman
808,Adventure Drama Action Thriller,11358,Walking Tall,23.438398,86,6,381,Dwayne Johnson Johnny Knoxville Neal McDonough Kristen Wilson Cobie Smulders,Kevin Bray
809,Comedy Drama Romance,13,Forrest Gump,138.133331,142,8.2,7927,Tom Hanks Robin Wright Gary Sinise Mykelti Williamson Sally Field,Robert Zemeckis
810,Comedy Music Family Fantasy Animation,6477,Alvin and the Chipmunks,47.336034,92,5.5,1177,Jason Lee David Cross Cameron Richardson Jane Lynch Justin Long,Tim Hill
811,Comedy Romance,1597,Meet the Parents,29.97224,108,6.6,1698,Ben Stiller Robert De Niro Teri Polo Blythe Danner Owen Wilson,Jay Roach
812,Adventure Animation Drama Family,10530,Pocahontas,47.845589,81,6.7,1457,Irene Bedard Mel Gibson David Ogden Stiers John Kassir Russell Means,Mike Gabriel
813,Action Adventure Fantasy Science Fiction,1924,Superman,48.507081,143,6.9,1022,Christopher Reeve Marlon Brando Margot Kidder Gene Hackman Ned Beatty,Richard Donner
814,Fantasy Comedy Romance Science Fiction,9327,The Nutty Professor,20.28119,95,5.4,702,Eddie Murphy Jada Pinkett Smith James Coburn Larry Miller Dave Chappelle,Tom Shadyac
815,Comedy Drama Romance,8488,Hitch,34.576913,118,6.4,1665,Will Smith Eva Mendes Kevin James Amber Valletta Julie Ann Emery,Andy Tennant
816,Adventure Comedy Family Romance,10603,George of the Jungle,22.573237,92,5.4,496,Brendan Fraser Leslie Mann Thomas Haden Church John Cleese Richard Roundtree,Sam Weisman
817,Comedy Romance,8273,American Wedding,36.194802,103,6,1129,Jason Biggs Alyson Hannigan Seann William Scott Eddie Kaye Thomas Thomas Ian Nicholas,Jesse Dylan
818,Action Drama Thriller,109424,Captain Phillips,52.786917,134,7.6,2454,Tom Hanks Catherine Keener Max Martini Chris Mulkey Yul Vazquez,Paul Greengrass
819,Comedy,35056,Date Night,38.06168,97,5.9,1122,Tina Fey Steve Carell Mark Wahlberg Taraji P. Henson Jimmi Simpson,Shawn Levy
820,Fantasy Comedy Family,8839,Casper,19.830132,100,6,1019,Christina Ricci Bill Pullman Cathy Moriarty Eric Idle Joe Nipote,Brad Silberling
821,Thriller Action Crime,156022,The Equalizer,79.922059,132,7.1,2954,Denzel Washington Marton Csokas Chlo\u00eb Grace Moretz David Harbour Haley Bennett,Antoine Fuqua
822,Comedy Drama Romance,7303,Maid in Manhattan,19.738215,105,5.6,485,Jennifer Lopez Ralph Fiennes Natasha Richardson Stanley Tucci Tyler Posey,Wayne Wang
823,Action Thriller Drama,8963,Crimson Tide,20.334629,116,7,498,Denzel Washington Gene Hackman Matt Craven George Dzundza Viggo Mortensen,Tony Scott
824,Drama,1402,The Pursuit of Happyness,80.581367,117,7.7,2525,Will Smith Jaden Smith Thandie Newton Brian Howe James Karen,Gabriele Muccino
825,Thriller Drama Mystery,9315,Flightplan,32.05145,98,6.1,772,Jodie Foster Peter Sarsgaard Sean Bean Kate Beahan Michael Irby,Robert Schwentke
